artist_name,track_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Berner,Solitary (feat. Wiz Khalifa),0.0569,0.64,0.782,0,0.291,-5.913,0.325,157.48,0.733
MGMT,TSLAMP,0.22,0.602,0.879,0.0002,0.107,-5.283,0.0994,174.11,0.733
MGMT,TSLAMP,0.22,0.602,0.879,0.0002,0.107,-5.283,0.0994,174.11,0.733
Two Door Cinema Club,Are We Ready? (Wreck),0.0052,0.601,0.752,0.0073,0.337,-6.626,0.032,93.988,0.735
David Banner,Get Like Me,0.0042,0.935,0.747,0,0.207,-4.231,0.391,117.613,0.736
Garbage,Stupid Girl,0.0034,0.588,0.804,0.0017,0.0358,-4.006,0.0333,120.015,0.736
Fatboy Slim,In Heaven,0.188,0.799,0.774,0.0213,0.425,-8.857,0.0999,125.042,0.736
DJ Shadow,High Noon,0.0012,0.48,0.948,0.753,0.872,-8.683,0.0425,137.905,0.736
Three Days Grace,Break,0.0007,0.578,0.897,0,0.0924,-3.906,0.0357,115.491,0.737
Gwen Stefani,The Sweet Escape,0.218,0.755,0.765,0,0.162,-3.475,0.0356,119.954,0.737
Thievery Corporation,Weapons of Distraction,0.085,0.631,0.65,0.14,0.186,-7.764,0.0359,161.964,0.737
Eminem,Untitled,0.34,0.857,0.841,0,0.161,-2.839,0.103,112.023,0.74
Kodak Black,Calling My Spirit,0.0996,0.91,0.366,0,0.261,-9.954,0.0941,119.985,0.74
Beck,Gamma Ray,0.127,0.61,0.914,0.258,0.34,-4.158,0.0397,168.071,0.74
Nas,I Gave You Power,0.346,0.545,0.873,0,0.552,-8.075,0.436,170.035,0.74
Weezer,Feels Like Summer,0.02,0.53,0.867,0.0002,0.737,-4.989,0.0504,175.981,0.74
Weezer,Feels Like Summer,0.02,0.53,0.867,0.0002,0.737,-4.989,0.0504,175.981,0.74
Trina,Pull Over,0.0134,0.955,0.768,0,0.308,-5.54,0.181,125.04,0.741
The Presidents Of The United States Of America,Video Killed The Radio Star,0.184,0.578,0.713,0,0.102,-6.868,0.0578,140.72,0.741
Aaron Lewis,The Party’s Over,0.125,0.615,0.82,0.0003,0.319,-4.687,0.0282,153.983,0.741
Bruce Springsteen,Rosalita (Come Out Tonight),0.0305,0.283,0.938,0.0002,0.25,-5.664,0.0807,154.235,0.741
Trace Adkins,Swing,0.0042,0.584,0.857,0.0009,0.276,-5.103,0.033,108.027,0.742
ABRA,Roses,0.0448,0.752,0.638,0.0052,0.114,-9.574,0.0967,115.007,0.742
T.I.,Jefe (feat. Meek Mill),0.0925,0.713,0.825,0,0.58,-5.25,0.288,127.95,0.742
New Order,Regret,0.0008,0.504,0.966,0.0747,0.226,-3.116,0.0329,129.595,0.742
Little Feat,Willin',0.175,0.541,0.662,0,0.0803,-7.196,0.0382,144.046,0.742
Flipp Dinero,Leave Me Alone,0.107,0.792,0.743,0,0.183,-2.806,0.0851,150.024,0.742
Eric Lau,Its Rainy,0.628,0.606,0.644,0.862,0.133,-8.661,0.0305,93.928,0.743
Nickelback,Must Be Nice,0.0001,0.619,0.916,0.183,0.121,-4.214,0.0459,98.008,0.743
The Black Keys,Fever,0.0038,0.609,0.674,0.0003,0.129,-6.506,0.0355,127.541,0.743
AC Slater,All About Paper,0.0256,0.794,0.914,0.0622,0.0502,-5.963,0.0511,133.015,0.743
Joy Division,She's Lost Control - 2007 Remaster,0.0157,0.485,0.846,0.0287,0.0766,-7.63,0.0528,144.246,0.743
Pet Symmetry,A Detailed and Poetic Physical Threat to the Person Who Intentionally Vandalized My 1994 Dodge Intrepid Behind Kate's Apartment,0.0011,0.552,0.94,0,0.165,-5.152,0.13,145.055,0.743
Tego Calderon,Al Natural (feat. Yandel),0.246,0.924,0.782,0,0.0659,-4.55,0.0816,95.01,0.745
Zero 7,Simple Science,0.0233,0.687,0.701,0.0448,0.111,-9.132,0.036,116.986,0.745
Florida Georgia Line,Life Is A Honeymoon,0.0509,0.629,0.87,0,0.447,-4.765,0.0468,144.989,0.745
The Doobie Brothers,China Grove,0.319,0.623,0.91,0.0004,0.081,-8.448,0.0384,145.624,0.745
Gramatik,On the Boardwalk,0.0247,0.794,0.685,0.0165,0.211,-5.294,0.0779,91.045,0.746
Barenaked Ladies,It's All Been Done,0.0002,0.521,0.919,0.0022,0.301,-3.146,0.0475,131.726,0.746
Vampire Weekend,Giving Up The Gun,0.0012,0.637,0.88,0.0002,0.0586,-5.202,0.0512,134.035,0.746
Ski Mask The Slump God,Take A Step Back,0.109,0.802,0.59,0,0.429,-8.81,0.273,117.007,0.747
Modern Baseball,"Fine, Great",0.0604,0.611,0.738,0,0.062,-5.949,0.0608,131.991,0.747
Modern Baseball,"Fine, Great",0.0604,0.611,0.738,0,0.062,-5.949,0.0608,131.991,0.747
Fabolous,Ooh Yea (feat. Ty Dolla $ign),0.659,0.77,0.607,0,0.159,-6.102,0.372,150.006,0.747
Soil,Breaking Me Down,0.0003,0.522,0.972,0,0.183,-4.141,0.138,151.034,0.747
Salt-N-Pepa,None Of Your Business,0.191,0.765,0.569,0,0.0586,-9.511,0.478,197.89,0.747
Jason Isbell and the 400 Unit,Hope the High Road,0.0302,0.45,0.802,0.0002,0.295,-8.15,0.0318,90.794,0.748
Jason Isbell and the 400 Unit,Hope the High Road,0.0302,0.45,0.802,0.0002,0.295,-8.15,0.0318,90.794,0.748
Tedashii,Full Effect,0.0014,0.848,0.652,0,0.353,-7.626,0.172,110.7,0.748
Jarabe De Palo,No te duermas,0.336,0.802,0.616,0,0.0681,-5.019,0.0696,169.778,0.748
Alexander Lewis,Off Guard,0.511,0.762,0.838,0,0.106,-4.965,0.196,105.956,0.75
Soccer Mommy,Cool,0.447,0.636,0.66,0.0014,0.109,-8.882,0.0284,107.042,0.75
Andrew McMahon in the Wilderness,So Close,0.0451,0.601,0.905,0.0007,0.0889,-4.007,0.0614,120.012,0.75
Way Out West,We Move In The Dark,0.0132,0.765,0.672,0.597,0.0756,-7.391,0.0297,120.015,0.75
Slowbody,Take the Cash,0.0418,0.895,0.812,0.0005,0.0762,-2.524,0.238,125.071,0.75
McCafferty,Beachboy,0.0413,0.431,0.962,0.0002,0.124,-7.216,0.182,179.683,0.75
Higher Brothers,Diamond,0.0557,0.836,0.66,0,0.0975,-5.754,0.111,95.041,0.752
Next,Too Close,0.0118,0.847,0.402,0,0.283,-9.952,0.0641,99.693,0.752
Slick Rick,Children's Story,0.11,0.917,0.384,0,0.152,-14.559,0.128,102.65,0.752
Echo & the Bunnymen,Bring on the Dancing Horses,0.0064,0.568,0.925,0.005,0.315,-5.274,0.0402,118.45,0.752
George Thorogood & The Destroyers,"One Bourbon, One Scotch, One Beer",0.152,0.561,0.65,0.0027,0.106,-14.51,0.183,136.762,0.752
Inspector,Amnesia,0.331,0.505,0.75,0,0.098,-5.366,0.048,144.783,0.752
Big & Rich,Lovin' Lately,0.0443,0.598,0.722,0,0.127,-5.544,0.0367,153.924,0.752
Tosca,Ocean Beat,0.111,0.758,0.638,0.8,0.156,-6.426,0.0514,97.925,0.753
The Revivalists,You And I,0.0136,0.565,0.861,0.0002,0.263,-3.907,0.0438,148.003,0.753
The Revivalists,You And I,0.0136,0.565,0.861,0.0002,0.263,-3.907,0.0438,148.003,0.753
Lil Wayne,Hasta La Vista,0.0236,0.797,0.741,0,0.356,-4.672,0.153,149.982,0.753
Jack White,I'm Shakin',0.0142,0.586,0.782,0.001,0.0673,-10.052,0.235,80.753,0.754
Smallpools,Insincere,0.0024,0.588,0.899,0.0287,0.358,-8.3,0.0481,105.979,0.754
Blur,There Are Too Many Of Us,0.067,0.716,0.631,0.427,0.115,-5.274,0.0259,110.027,0.754
Cage The Elephant,It's Just Forever (feat. Alison Mosshart),0.0063,0.431,0.89,0.0054,0.316,-1.763,0.0336,136.279,0.754
GTA,Botellas - Juyen Sebulba Remix,0.0019,0.777,0.86,0.431,0.0591,-5.035,0.0458,150.026,0.754
Wax Tailor,Time to Go - DJ Nu-Mark Remix,0.017,0.555,0.713,0.0012,0.0381,-6.901,0.0704,200.071,0.754
Lloyd,You,0.107,0.565,0.873,0,0.332,-5.906,0.434,130.422,0.755
Thievery Corporation,Destroy the Wicked (feat. Notch),0.271,0.732,0.725,0.0258,0.0877,-7.885,0.0519,153.946,0.755
Zeds Dead,Undah Yuh Skirt feat. Mavado,0.0026,0.597,0.929,0.0229,0.0888,-2.981,0.292,177.981,0.755
Gramatik,"Satoshi Nakamoto (feat. Adrian Lau, ProbCause)",0.011,0.431,0.906,0,0.0679,-3.285,0.331,179.615,0.755
The Crystal Method,Divided By Night,0.0643,0.703,0.937,0.0207,0.544,-2.379,0.0984,101.025,0.757
Skillet,Undefeated,0.0013,0.684,0.992,0,0.878,-1.893,0.0748,133.963,0.757
Sugar Ray,Good Good Lovin,0.0698,0.635,0.727,0,0.27,-4.721,0.0888,80.003,0.759
Röyksopp,Röyksopp's Night Out,0.0047,0.652,0.941,0.792,0.115,-5.201,0.0748,100.889,0.759
Roxy Music,More Than This,0.0424,0.657,0.552,0.039,0.106,-11.77,0.0255,128.494,0.759
Langhorne Slim,The Way We Move,0.217,0.539,0.836,0.0002,0.303,-5.365,0.0654,135.596,0.759
Langhorne Slim,The Way We Move,0.217,0.539,0.836,0.0002,0.303,-5.365,0.0654,135.596,0.759
Jurassic 5,What's Golden,0.0582,0.833,0.815,0.0006,0.281,-4.563,0.179,94.009,0.76
Alison Wonderland,Church - Party Pupils Remix,0.0422,0.652,0.721,0,0.0591,-5.152,0.126,103.99,0.76
Thievery Corporation,Exilio - Exile,0.765,0.878,0.807,0.257,0.161,-8.507,0.12,106.045,0.76
Grateful Dead,Box of Rain - 2013 Remaster,0.413,0.52,0.49,0,0.121,-12.828,0.0286,117.755,0.76
Saving Abel,The Sex Is Good,0.102,0.757,0.634,0,0.103,-7.993,0.0299,119.985,0.76
Yeah Yeah Yeahs,Heads Will Roll - A-Trak Remix,0.0093,0.752,0.629,0.26,0.0745,-3.913,0.0886,131.99,0.76
Evil Nine,Devil Stuff,0.0064,0.708,0.773,0.662,0.292,-5.604,0.03,131.994,0.76
De La Ghetto,Todo el amor (feat. Maluma y Wisin),0.205,0.747,0.873,0,0.0915,-2.925,0.0775,91.07,0.762
Tropkillaz,Loko,0.0148,0.471,0.813,0.161,0.31,-6.048,0.119,95.23,0.762
ScHoolboy Q,Big Body,0.0724,0.944,0.949,0,0.348,-5.606,0.19,116.012,0.763
Kevin Gates,Again,0.0371,0.768,0.66,0,0.102,-6.388,0.251,129.991,0.763
Jamiroquai,Everyday - Remastered,0.342,0.703,0.411,0.565,0.0895,-13.881,0.0346,136.139,0.763
KYLE,Doubt It,0.487,0.718,0.773,0,0.0926,-6.512,0.426,74.857,0.764
"Albert Hammond, Jr.",Far Away Truths,0.0008,0.419,0.866,0.0003,0.104,-3.944,0.0463,162.061,0.764
Mac Miller,"O.K. (feat. Tyler, The Creator) [Bonus Track]",0.0579,0.815,0.741,0,0.223,-6.862,0.43,115.213,0.765
Joe Goddard,Pull the Plug - feat. Kool Keith,0.0281,0.799,0.835,0.16,0.0786,-8.098,0.0868,128.005,0.765
Smino,KLINK,0.0994,0.794,0.539,0,0.312,-7.928,0.391,129.065,0.765
WALK THE MOON,All Night,0.0299,0.57,0.83,0,0.148,-5.096,0.0579,155.014,0.765
Tim Atlas,Unwind,0.81,0.488,0.562,0.0019,0.125,-8.278,0.208,80.018,0.767
Jeru The Damaja,Ya Playin' Yaself,0.007,0.863,0.767,0,0.0492,-8.644,0.302,91.535,0.767
Ethereal,Beef,0.201,0.78,0.759,0,0.276,-5.046,0.267,117.03,0.767
The Killers,Somebody Told Me,0.0001,0.5,0.975,0.0004,0.104,-3.176,0.0824,138.005,0.767
Daft Punk,Aerodynamic - Slum Village Remix,0.031,0.785,0.569,0.178,0.138,-6.198,0.176,94.801,0.768
Happy Mondays,Tart Tart,0.0041,0.645,0.936,0.228,0.354,-5.845,0.0547,116.889,0.768
Four Tet,This Unfolds,0.514,0.769,0.473,0.0186,0.0879,-11.3,0.157,128.812,0.768
WALK THE MOON,Shut Up and Dance - Live Acoustic,0.151,0.82,0.615,0,0.204,-4.548,0.0466,129.874,0.768
Tedashii,Smile,0.318,0.855,0.718,0,0.0826,-4.275,0.102,134.98,0.768
Kota the Friend,Sedona,0.708,0.799,0.563,0,0.148,-7.266,0.52,160.149,0.768
Germ,SHAMELESS,0.0153,0.757,0.638,0,0.0876,-9.774,0.126,74.98,0.769
G-Eazy,Charles Brown,0.431,0.472,0.562,0,0.115,-7.05,0.244,93.161,0.769
Skizzy Mars,Come A Little Closer,0.0006,0.607,0.861,0.003,0.113,-5.44,0.0503,89.973,0.77
Logic,Everybody,0.158,0.885,0.94,0,0.0675,-5.908,0.0909,110.005,0.77
Bowling For Soup,High School Never Ends - Main Version - Explicit,0.0122,0.536,0.923,0,0.142,-3.494,0.125,160.03,0.77
Nicky Jam,Estrella,0.437,0.708,0.631,0,0.0862,-4.726,0.0347,90.06,0.772
Yella Beezy,Pull Out,0.156,0.762,0.685,0,0.296,-6.262,0.0364,132.003,0.773
Wiz Khalifa,Bottle Poppers,0.0628,0.879,0.662,0,0.243,-4.555,0.298,132.547,0.773
Alex Turner,Stuck on the puzzle,0.0792,0.58,0.682,0.0316,0.161,-8.523,0.0332,77.53,0.774
Manu Chao,Clandestino,0.469,0.68,0.594,0,0.431,-6.417,0.0688,85.04,0.774
EPMD,Da Joint,0.301,0.773,0.598,0,0.0993,-4.086,0.391,89.648,0.774
TroyBoi,Dark Lawd,0.0444,0.838,0.698,0.0785,0.0278,-2.215,0.205,92.029,0.774
Miranda Lambert,Little Red Wagon,0.0297,0.584,0.813,0.0002,0.272,-7.221,0.0582,95.081,0.774
Red Hot Chili Peppers,Around the World,0.0042,0.504,0.96,0.569,0.0613,-1.464,0.183,96.682,0.774
Red Hot Chili Peppers,Around The World,0.0042,0.504,0.96,0.569,0.0613,-1.464,0.183,96.682,0.774
Sly & The Family Stone,Everyday People,0.245,0.813,0.619,0.0151,0.113,-8.203,0.0294,114.58,0.774
Aventura,La Boda,0.59,0.768,0.627,0,0.741,-6.84,0.0483,130.061,0.774
Wilco,If I Ever Was a Child,0.494,0.682,0.547,0.626,0.11,-11.816,0.04,133.577,0.774
Lemon Jelly,Nice Weather for Ducks,0.021,0.573,0.969,0.927,0.119,-4.092,0.0433,133.54,0.775
Earl Sweatshirt,Red Water,0.513,0.58,0.722,0,0.405,-5.686,0.271,47.917,0.777
Earl Sweatshirt,Red Water,0.513,0.58,0.722,0,0.405,-5.686,0.271,47.917,0.777
Dharius,La Durango,0.303,0.855,0.87,0,0.376,-4.304,0.226,82.009,0.777
The Notorious B.I.G.,Juicy,0.472,0.889,0.816,0,0.204,-4.67,0.247,96.056,0.777
Lenny Kravitz,Are You Gonna Go My Way,0.0017,0.619,0.67,0.0109,0.331,-10.319,0.0353,129.267,0.777
Tech N9ne,The Beast,0.287,0.703,0.909,0,0.401,-4.205,0.46,204.208,0.777
Toro y Moi,Ordinary Pleasure,0.118,0.878,0.779,0.0192,0.104,-7.283,0.135,115.009,0.778
Jason Derulo,If It Ain't Love,0.0487,0.503,0.843,0,0.344,-4.991,0.316,128.63,0.778
Metronomy,My Heart Rate Rapid,0.0083,0.818,0.799,0.267,0.033,-3.197,0.0987,145.009,0.778
Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,0.0009,0.266,0.831,0,0.0555,-9.07,0.0453,175.514,0.778
Florida Georgia Line,Colorado,0.153,0.514,0.843,0,0.357,-2.696,0.0529,74.919,0.779
Ludacris,Pimpin' All Over The World,0.257,0.69,0.877,0,0.14,-4.074,0.264,92.165,0.779
Coast Modern,Dive,0.0188,0.682,0.948,0,0.1,-4.476,0.0438,106.976,0.779
Moby,Raining Again,0.0363,0.601,0.79,0.128,0.0486,-6.83,0.0394,117.834,0.779
Savage Garden,I Knew I Loved You,0.307,0.556,0.517,0.0012,0.077,-8.769,0.0287,169.938,0.779
DMX,Where The Hood At,0.158,0.536,0.946,0,0.368,-3.002,0.36,185.967,0.779
Styx,Blue Collar Man (Long Nights),0.0133,0.444,0.609,0,0.0636,-11.19,0.0366,124.005,0.78
Downplay,Hated You from Hello,0.0002,0.352,0.906,0,0.181,-4.493,0.0779,192.118,0.78
Iration,Time Bomb,0.192,0.754,0.59,0,0.11,-6.525,0.046,147.107,0.784
Smino,Anita,0.177,0.765,0.58,0,0.162,-7.582,0.471,63.576,0.785
Himalayas,Thank God I'm Not You,0.0018,0.542,0.828,0.0136,0.06,-3.91,0.0536,126.037,0.785
Heartless Bastards,Only For You,0.0442,0.677,0.649,0.0695,0.104,-5.906,0.0311,82.016,0.787
Jefferson Starship,Jane,0.204,0.589,0.82,0.0188,0.423,-9.602,0.0369,117.307,0.787
Aphex Twin,Fingerbib,0.872,0.619,0.564,0.926,0.16,-10.696,0.0293,131.908,0.787
Little Dragon,Klapp Klapp,0.0923,0.659,0.865,0.0001,0.485,-4.975,0.0744,150.034,0.787
Pitbull,Hotel Room Service,0.0071,0.851,0.629,0.0004,0.0746,-8.385,0.175,125.984,0.789
Tiger Stripes,Baby - Radio Edit,0.0009,0.706,0.87,0.805,0.191,-4.997,0.0368,126.02,0.789
Cut Copy,No Fixed Destination,0.042,0.555,0.946,0.21,0.152,-4.721,0.0447,129.982,0.789
Little River Band,The Other Guy - 24-Bit Digitally Remastered 02,0.176,0.831,0.47,0,0.097,-10.939,0.0529,108.969,0.79
The Crystal Method,Smile?,0.0901,0.523,0.943,0.927,0.361,-7.122,0.036,120.024,0.79
Borgore,Salad Dressing,0.0157,0.833,0.938,0.0718,0.0663,-2.242,0.0551,128.024,0.79
Paul Oakenfold,Broken - Mick Parks & Danny Stubbs Remix,0.0607,0.613,0.815,0.314,0.471,-8.671,0.0359,130.001,0.79
Foster The People,Don't Stop (Color on the Walls),0.0018,0.611,0.948,0.0995,0.0969,-3.751,0.0753,133.004,0.79
BROCKHAMPTON,GUMMY,0.198,0.687,0.672,0,0.175,-5.975,0.0573,80.035,0.792
Peter Power,Sun Sun Damba - Original Mix,0.417,0.82,0.581,0.0256,0.49,-12.606,0.0555,100.006,0.792
Better Than Ezra,Good,0.0004,0.615,0.657,0.0204,0.132,-6.873,0.029,109.95,0.792
Kurt Vile,Loading Zones,0.0268,0.524,0.848,0.0007,0.0765,-4.242,0.0297,112.221,0.792
Kurt Vile,Loading Zones,0.0268,0.524,0.848,0.0007,0.0765,-4.242,0.0297,112.221,0.792
Swimming Tapes,Cameos,0.0079,0.561,0.687,0.0225,0.08,-6.336,0.0292,128.569,0.792
Led Zeppelin,Communication Breakdown - 22/6/69 Pop Sundae; 2016 Remaster,0.0057,0.367,0.779,0.0071,0.288,-8.334,0.0488,90.354,0.794
No Doubt,It's My Life,0.0037,0.597,0.762,0.0012,0.325,-4.431,0.0302,126.325,0.794
Boosie Badazz,Smoking On Purple (feat. Webbie),0.0814,0.804,0.762,0,0.618,-3.189,0.272,145.422,0.794
Chris Janson,Fix a Drink,0.0297,0.563,0.887,0,0.352,-5.013,0.0857,158.05,0.794
Morgan Wallen,Happy Hour,0.16,0.616,0.836,0,0.0985,-4.278,0.0354,97.955,0.795
Jadu Heart,I'm A Kid,0.0046,0.637,0.63,0.0015,0.135,-6.724,0.0293,120.05,0.795
Joey Bada$$,Snakes (feat. T'nah Apex),0.823,0.529,0.669,0,0.11,-4.653,0.337,82.147,0.797
Ludacris,Act A Fool,0.221,0.568,0.904,0,0.22,-2.497,0.349,109.331,0.799
Jason Michael Carroll,Livin' Our Love Song,0.287,0.488,0.855,0,0.132,-3.417,0.0399,148.971,0.799
Earl Sweatshirt,Cold Summers,0.437,0.326,0.923,0,0.385,-2.946,0.431,170.949,0.799
Earl Sweatshirt,Cold Summers,0.437,0.326,0.923,0,0.385,-2.946,0.431,170.949,0.799
B.o.B,Strange Clouds (feat. Lil Wayne),0.0607,0.531,0.665,0,0.131,-6.672,0.286,73.726,0.8
Heroes Del Silencio,Héroe de leyenda,0.313,0.698,0.605,0.0002,0.0783,-11.492,0.0302,134.092,0.8
Neon Trees,Animal,0.0004,0.486,0.831,0,0.363,-5.5,0.0506,148.026,0.8
311,Omaha Stylee,0.0045,0.61,0.861,0,0.205,-8.568,0.105,153.547,0.8
The Struts,Kiss This,0.0007,0.426,0.965,0.0019,0.179,-3.796,0.103,186.081,0.8
Daft Punk,Human After All,0.0014,0.608,0.725,0.0546,0.0802,-4.367,0.342,136.251,0.802
Danny Ocean,Epa Wei,0.233,0.688,0.82,0,0.091,-4.715,0.155,107.833,0.804
Billy Joel,My Life,0.108,0.741,0.647,0.0014,0.0555,-12.878,0.0427,131.097,0.804
Fall Out Boy,Sunshine Riptide,0.0016,0.585,0.731,0,0.0462,-5.186,0.0376,133.981,0.804
N.W.A.,A Bitch Iz A Bitch,0.0362,0.889,0.557,0,0.332,-8.148,0.352,97.176,0.805
Cody Johnson,"Y'all People - Dedicated to the ""CoJo Nation""",0.0488,0.586,0.64,0,0.0591,-5.134,0.0306,148.142,0.805
Cowboy Junkies,Sweet Jane,0.359,0.604,0.204,0.0829,0.111,-22.191,0.0316,167.335,0.805
Earl Sweatshirt,Molasses,0.0307,0.503,0.755,0,0.266,-4.811,0.265,79.422,0.807
Earl Sweatshirt,Molasses,0.0307,0.503,0.755,0,0.266,-4.811,0.265,79.422,0.807
Nightmares On Wax,Gotta Smile,0.0246,0.675,0.716,0.848,0.0686,-10.792,0.0592,108.012,0.807
Yeah Yeah Yeahs,Heads Will Roll,0.0003,0.56,0.901,0.134,0.299,-4.481,0.032,132.009,0.807
Speaker Knockerz,Flexin & Finessin,0.0191,0.688,0.773,0,0.496,-5.329,0.0416,155.031,0.807
The Chemical Brothers,Block Rockin' Beats,0.0206,0.606,0.977,0.5,0.179,-3.642,0.06,109.41,0.809
Daft Punk,Something About Us (Love Theme From Interstella 5555),0.295,0.889,0.423,0.449,0.084,-9.759,0.0456,99.935,0.81
Hercules & Love Affair,Answers Come In Dreams - Original Mix,0.0232,0.777,0.818,0.0014,0.0404,-6.137,0.0456,116.007,0.81
Relient K,Must Have Done Something Right,0.0166,0.563,0.959,0,0.13,-3.036,0.0421,137.942,0.81
Reykon,El Chisme,0.119,0.723,0.929,0,0.171,-3.022,0.106,92.964,0.812
Amber Mark,Mixer,0.0509,0.703,0.742,0.0006,0.625,-5.542,0.0454,94.926,0.812
Freddie Gibbs,Palmolive (feat. Pusha T & Killer Mike),0.601,0.33,0.603,0.0006,0.307,-7.571,0.36,168.456,0.812
Sam Gellaitry,INTRO,0.145,0.527,0.591,0.594,0.156,-7.809,0.183,79.313,0.813
Sublime With Rome,Wicked Heart,0.0055,0.636,0.907,0.0004,0.214,-2.457,0.0379,88.009,0.813
Wham!,Wake Me Up Before You Go-Go - Remastered,0.0986,0.607,0.795,0,0.059,-5.137,0.0496,81.298,0.815
The Hollies,Long Cool Woman (In a Black Dress) - 1999 Remaster,0.411,0.757,0.868,0.0022,0.355,-9.326,0.062,138.923,0.815
DaBaby,Joggers (feat. Stunna 4 Vegas),0.213,0.772,0.659,0,0.317,-5.388,0.283,143.716,0.815
Big Gigantic,Got The Love (feat. Jennifer Hartswick) - The Funk Hunters Remix,0.0077,0.627,0.802,0.001,0.74,-3.933,0.0578,99.978,0.816
COIN,I Don't Wanna Dance,0.0166,0.602,0.853,0,0.178,-6.26,0.0423,100.008,0.816
Huey Lewis & The News,Do You Believe In Love,0.0582,0.547,0.636,0,0.249,-10.948,0.0314,114.061,0.816
Toro y Moi,Omaha,0.0645,0.618,0.498,0.0301,0.291,-8.29,0.0259,80.055,0.818
Gorillaz,Sorcererz,0.022,0.584,0.872,0.927,0.127,-6.636,0.0365,84.075,0.818
Gorillaz,Sorcererz,0.022,0.584,0.872,0.927,0.127,-6.636,0.0365,84.075,0.818
COIN,Simple Romance,0.191,0.784,0.759,0,0.198,-2.937,0.0449,122.029,0.818
Birdman,Stuntin' Like My Daddy - Street,0.0093,0.732,0.872,0,0.179,-6.816,0.0403,160.015,0.818
The Marcus King Band,Rita Is Gone,0.853,0.617,0.441,0.0271,0.0848,-8.186,0.035,86.225,0.82
Dru Hill,In My Bed - So So Def Mix,0.11,0.818,0.655,0,0.0754,-7.68,0.253,95.443,0.82
St Germain,Real Blues,0.158,0.737,0.863,0.0011,0.367,-9.703,0.0421,122.995,0.821
Weezer,Troublemaker,0.0195,0.644,0.737,0,0.141,-7.898,0.033,131.504,0.821
Weezer,Troublemaker,0.0195,0.644,0.737,0,0.141,-7.898,0.033,131.504,0.821
Violent Femmes,Kiss Off,0.159,0.648,0.305,0,0.133,-20.741,0.065,87.22,0.823
Violent Femmes,Kiss Off - 2002 Remastered Version,0.159,0.648,0.305,0,0.133,-20.741,0.065,87.22,0.823
Fleetwood Mac,Go Your Own Way,0.0219,0.597,0.812,0.0011,0.102,-12.062,0.0315,135.68,0.823
Daryl Hall & John Oates,Rich Girl - Remastered,0.5,0.597,0.643,0,0.0435,-6.303,0.134,167.963,0.823
Green Day,Having a Blast,0.0018,0.449,0.938,0,0.353,-6.36,0.0455,89.695,0.825
Public Enemy,Don't Believe The Hype,0.0142,0.884,0.472,0,0.142,-13.776,0.346,98.425,0.826
ZZ Top,Cheap Sunglasses,0.148,0.617,0.461,0.0151,0.12,-14.485,0.0434,93.853,0.828
Daft Punk,Revolution 909,0.0265,0.745,0.716,0.846,0.246,-7.918,0.136,126.527,0.828
ScHoolboy Q,There He Go,0.451,0.835,0.754,0,0.107,-7.182,0.318,144.115,0.83
blink-182,The Rock Show,0.0003,0.41,0.959,0,0.0766,-4.563,0.0869,193.155,0.83
Belle & Sebastian,"Piazza, New York Catcher",0.813,0.618,0.305,0,0.1,-15.107,0.0372,105.714,0.833
Jimi Hendrix,Mannish Boy,0.0285,0.568,0.898,0.0787,0.484,-8.833,0.0862,110.824,0.833
Iggy Azalea,OMG (feat. Wiz Khalifa),0.0043,0.902,0.805,0,0.314,-6.281,0.175,140.035,0.833
The Notorious B.I.G.,Dead Wrong (feat. Eminem),0.177,0.682,0.92,0.0016,0.0443,-1.544,0.278,82.228,0.835
Counting Crows,Big Yellow Taxi,0.0025,0.63,0.88,0,0.209,-4.313,0.0598,88.042,0.835
The Beatles,Anna (Go To Him) - Remastered 2009,0.635,0.608,0.565,0,0.0601,-11.06,0.0336,109.286,0.835
Tech N9ne,Erbody But Me,0.0274,0.823,0.705,0,0.0919,-4.73,0.282,186.12,0.836
The Rolling Stones,It's Only Rock'n'Roll (But I Like It) - Remastered 2009,0.499,0.615,0.954,0.0078,0.319,-3.886,0.0476,128.434,0.838
The 1975,Settle Down,0.003,0.586,0.954,0.0001,0.723,-5.293,0.0492,107.087,0.84
The 1975,Settle Down,0.003,0.586,0.954,0.0001,0.723,-5.293,0.0492,107.087,0.84
Tegan and Sara,Where Does the Good Go,0.212,0.741,0.508,0.0001,0.0757,-6.856,0.0302,105.022,0.841
Daft Punk,Around The World,0.0036,0.956,0.795,0.889,0.0906,-5.311,0.15,121.294,0.841
Peach Tree Rascals,Glide,0.5,0.887,0.42,0.0521,0.0884,-13.366,0.0484,123.04,0.841
Minnesota,Burn,0.127,0.562,0.917,0.0637,0.778,-3.234,0.11,149.985,0.841
Eddie Rabbitt,Drivin' My Life Away,0.0966,0.66,0.639,0.001,0.0442,-12.749,0.0369,84.124,0.843
Loverboy,Lovin' Every Minute of It,0.21,0.523,0.69,0,0.243,-13.527,0.0414,173.266,0.845
TV On The Radio,Happy Idiot,0.0022,0.625,0.945,0.0008,0.0777,-4.245,0.0652,139.994,0.846
Fleetwood Mac,Gypsy,0.017,0.622,0.54,0.0077,0.265,-13.99,0.0261,130.879,0.847
